"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"252","8899","4711",-0.429722282238675,"Other","Food, beverages, tobacco mainly","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",69
"253","4120","4711",-0.5292881036846,"Residential, non-residential buildings","Food, beverages, tobacco mainly","Construction of buildings","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",19
"254","6920","4711",-0.244750196213718,"Accounting, auditing; tax consltcy","Food, beverages, tobacco mainly","Legal and accounting activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",44
"255","5630","4711",0.105045054661153,"Beverage serving","Food, beverages, tobacco mainly","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",280
"256","7112","4711",-0.439564150457092,"Engineering/tech consultancy","Food, beverages, tobacco mainly","Architectural, eng/tech testing","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",27
"257","6190","4711",-0.174573717969976,"Other","Food, beverages, tobacco mainly","Telecommunications","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",29
"258","8810","4711",-0.289385086253824,"Elderly, disabled","Food, beverages, tobacco mainly","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",73
"259","4931","4711",-0.259215004901056,"Urban/suburban passenger transport","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",16
"260","8531","4711",-0.412752486314107,"General secondary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",74
"261","6820","4711",-0.336140824374764,"Renting, operating own or leased ","Food, beverages, tobacco mainly","Real estate activities","Non specialised retail stores","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",39
"262","6202","4711",-0.388201448672335,"Consultancy activities","Food, beverages, tobacco mainly","Computer programming, consultancy","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",23
"263","8010","4711",-0.0889720123180045,"Private security","Food, beverages, tobacco mainly","Security, investigation activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",56
"264","4511","4711",-0.0515856534574619,"Sale of cars, light motor vehicles","Food, beverages, tobacco mainly","Motor vehicle/cycle trade, repair","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",23
"265","8790","4711",-0.41426261051845,"Other","Food, beverages, tobacco mainly","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",43
"266","9200","4711",0.208981147594207,"Gambling, betting activities","Food, beverages, tobacco mainly","Gambling, betting","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",56
"267","5510","4711",0.0366414272053022,"Hotels and similar","Food, beverages, tobacco mainly","Accommodation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",139
"268","4941","4711",-0.0968706138215556,"Road freight transport","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",61
"269","8710","4711",-0.420853677185242,"Residential nursing care","Food, beverages, tobacco mainly","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",42
"270","8430","4711",-0.711111252743666,"Compulsory social security activities","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",12
"271","7022","4711",-0.468533442082987,"Business, other management","Food, beverages, tobacco mainly","Head offices; mgment consultancy","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",36
"272","8110","4711",-0.446204081391461,"Combined facilities support","Food, beverages, tobacco mainly","Buildings, landscape activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",47
"273","8730","4711",-0.287945824969107,"Elderly, disabled","Food, beverages, tobacco mainly","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",56
"274","3513","4711",-0.394909729704101,"Electricity distribution","Food, beverages, tobacco mainly","Electricity, gas, steam, air con","Non specialised retail stores","Utilities, sewerage, waste and recycling","Wholesale and retail,motor vehicle repair,sale of fuel",10
"275","8423","4711",-0.436996088837712,"Justice, judicial activities","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",13
"276","5621","4711",-0.0928082622628859,"Event catering","Food, beverages, tobacco mainly","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",90
"277","6622","4711",-0.317676433769541,"Insurance agents/brokers activities","Food, beverages, tobacco mainly","Auxiliary financial services","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",20
"278","8532","4711",-0.367054930708784,"Technical, vocational secondary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",32
"279","5221","4711",-0.418889046957681,"Incidental inland service","Food, beverages, tobacco mainly","Warehousing, transport support","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"280","4673","4711",-0.179764816380992,"Wood, construction, sanitary equip","Food, beverages, tobacco mainly","Other wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",19
"281","8891","4711",0.0150323707972043,"Child day-care","Food, beverages, tobacco mainly","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",71
"282","5210","4711",-0.187341885350548,"Warehousing and storage","Food, beverages, tobacco mainly","Warehousing, transport support","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",37
"283","4754","4711",0.0417112446879949,"Electrical household appliances","Food, beverages, tobacco mainly","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",27
"284","8621","4711",-0.44616906848942,"General medical practices","Food, beverages, tobacco mainly","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",15
"285","5320","4711",-0.29788294966392,"Other","Food, beverages, tobacco mainly","Postal, courier activities","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",27
"286","4299","4711",-0.527154823477871,"Other civil engineering nec","Food, beverages, tobacco mainly","Civil engineering","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",10
"287","5629","4711",-0.232125719308824,"Other food service","Food, beverages, tobacco mainly","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",55
"288","4321","4711",-0.388593601165504,"Electrical installation","Food, beverages, tobacco mainly","Specialised activities","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",10
"289","6831","4711",-0.212996161070513,"Agencies fee/contract basis","Food, beverages, tobacco mainly","Real estate activities","Non specialised retail stores","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",14
"290","8559","4711",-0.362757802471088,"Other education nec","Food, beverages, tobacco mainly","Other education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",33
"291","4520","4711",-0.138304331784999,"Maintenance/repair of vehicles","Food, beverages, tobacco mainly","Motor vehicle/cycle trade, repair","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",17
"292","6512","4711",-0.054399636364544,"Non-life insurance","Food, beverages, tobacco mainly","Financial, insurance, pension","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"293","6209","4711",-0.318370954687385,"Other","Food, beverages, tobacco mainly","Computer programming, consultancy","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",10
"294","4752","4711",0.302696007457985,"Hardware, paints, glass","Food, beverages, tobacco mainly","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",65
"295","8425","4711",-0.167049938436743,"Fire service activities","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",12
"296","4910","4711",-0.0206731264290886,"Passenger rail, interurban","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"297","8412","4711",-0.657872855477491,"Health care, education etc","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"298","6201","4711",-0.470708458908523,"Programming activities","Food, beverages, tobacco mainly","Computer programming, consultancy","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",10
"299","6619","4711",-0.33880603819799,"Other financial services","Food, beverages, tobacco mainly","Auxiliary financial services","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",15
"300","9311","4711",-0.00746709279336183,"Operation of sports facilities","Food, beverages, tobacco mainly","Sports activities and recreation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",59
"301","7010","4711",-0.358847219556202,"Head office activities","Food, beverages, tobacco mainly","Head offices; mgment consultancy","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",25
"302","7219","4711",-0.592339450276376,"Other natural sciences, engineering","Food, beverages, tobacco mainly","Scientific research, development","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"303","8299","4711",-0.292487901803873,"Other","Food, beverages, tobacco mainly","Office admin, business support","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",42
"304","7911","4711",-0.123343592779556,"Travel agency activities","Food, beverages, tobacco mainly","Travel agency, tour operators","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"305","8422","4711",-0.151905281950232,"Defence activities","Food, beverages, tobacco mainly","Central/Local Gov. administration","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"306","8220","4711",-0.229839419724733,"Activities of call centres","Food, beverages, tobacco mainly","Office admin, business support","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",22
"307","4773","4711",0.532797856496689,"Dispensing chemist","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",29
"308","9602","4711",0.2123646504081,"Hairdressing, beauty treatment","Food, beverages, tobacco mainly","Other personal service activities","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",34
"309","6629","4711",-0.32670305100549,"Other insurance & pension services","Food, beverages, tobacco mainly","Auxiliary financial services","Non specialised retail stores","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",12
"310","4759","4711",0.325205045246149,"Furniture, lighting, other","Food, beverages, tobacco mainly","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",35
"311","4778","4711",0.22007586637751,"Other new goods","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",51
"312","9700","4711",-0.240567448194168,"Households as employers","Food, beverages, tobacco mainly","Domestic personnel employment","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",34
"313","7311","4711",-0.189577420433846,"Advertising agencies","Food, beverages, tobacco mainly","Advertising,market research","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",12
"314","4669","4711",-0.0967584567936589,"Other","Food, beverages, tobacco mainly","Other m/c, equipment wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"315","3811","4711",-0.188457902391959,"Non-hazardous waste collection","Food, beverages, tobacco mainly","Waste","Non specialised retail stores","Utilities, sewerage, waste and recycling","Wholesale and retail,motor vehicle repair,sale of fuel",10
"316","7810","4711",-0.14735385010182,"Employment placement agencies","Food, beverages, tobacco mainly","Employment activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",33
"317","7500","4711",0.0236020270524292,"Veterinary activities","Food, beverages, tobacco mainly","Veterinary activities","Non specialised retail stores","Agriculture, Forestry, Fishing, Veterinary","Wholesale and retail,motor vehicle repair,sale of fuel",10
"318","3522","4711",-0.321680588666632,"Mains gaseous fuels distribution","Food, beverages, tobacco mainly","Electricity, gas, steam, air con","Non specialised retail stores","Utilities, sewerage, waste and recycling","Wholesale and retail,motor vehicle repair,sale of fuel",10
"319","6832","4711",-0.394405099944037,"Managament of fee/contract basis","Food, beverages, tobacco mainly","Real estate activities","Non specialised retail stores","Business services ","Wholesale and retail,motor vehicle repair,sale of fuel",10
"320","3600","4711",-0.124987652350027,"Water collection, treatment, supply","Food, beverages, tobacco mainly","Water and sewerage","Non specialised retail stores","Utilities, sewerage, waste and recycling","Wholesale and retail,motor vehicle repair,sale of fuel",10
"321","2910","4711",0.0132472381393365,"Manufacture of motor vehicles","Food, beverages, tobacco mainly","Motor vehicles,trailers/semitrailer","Non specialised retail stores","Manufacture machinery, vehicle, transport","Wholesale and retail,motor vehicle repair,sale of fuel",10
"322","9499","4711",0.154378239743401,"Other nec","Food, beverages, tobacco mainly","Membership organisations activities","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",43
"323","4639","4711",0.443025763363929,"Other non-specialised","Food, beverages, tobacco mainly","Food, beverages, tobacco wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",48
"324","8623","4711",0.0395657383787495,"Dental practices","Food, beverages, tobacco mainly","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",16
"325","5223","4711",0.113670314122404,"Incidental air service","Food, beverages, tobacco mainly","Warehousing, transport support","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"326","4764","4711",0.350384610233375,"Sporting equipment","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",84
"327","4772","4711",0.23351611536525,"Footwear, leather goods","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",55
"328","6511","4711",-0.177210636589429,"Life insurance","Food, beverages, tobacco mainly","Financial, insurance, pension","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"329","9312","4711",0.0749558081934423,"Activities of sport clubs","Food, beverages, tobacco mainly","Sports activities and recreation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",75
"330","4724","4711",0.307065513664849,"Bread, cakes, confectionery","Food, beverages, tobacco mainly","Specialised retail - food etc","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",49
"331","5813","4711",0.451166932547878,"Newspapers","Food, beverages, tobacco mainly","Publishing activities","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",60
"332","4646","4711",-0.11872310507181,"Pharmaceutical goods","Food, beverages, tobacco mainly","Household goods wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"333","7320","4711",-0.18498453206773,"Market research, public polling","Food, beverages, tobacco mainly","Advertising,market research","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"334","4322","4711",-0.0459864763666507,"Plumbing, heat, air con inst","Food, beverages, tobacco mainly","Specialised activities","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",11
"335","6492","4711",-0.244829256815483,"Other credit granting","Food, beverages, tobacco mainly","Financial, insurance, pension","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",14
"336","4531","4711",-0.0874801192803198,"Wholesale trade parts, accessories","Food, beverages, tobacco mainly","Motor vehicle/cycle trade, repair","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"337","2651","4711",-0.252335024842677,"Measuring, testing appliances","Food, beverages, tobacco mainly","Computer, electronic, optical","Non specialised retail stores","Manufacture computer, electronic, light electrical","Wholesale and retail,motor vehicle repair,sale of fuel",10
"338","1071","4711",0.131900949938661,"Bread; pastry goods, cakes","Food, beverages, tobacco mainly","Food products - other","Non specialised retail stores","Manufacture food, drink, tobacco","Wholesale and retail,motor vehicle repair,sale of fuel",23
"339","4762","4711",0.531424217147497,"Newspapers, stationery","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",82
"340","9491","4711",-0.0782720805473373,"Religious organisations","Food, beverages, tobacco mainly","Membership organisations activities","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"341","4777","4711",-0.0189005847039412,"Watches, jewellery","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",13
"342","4645","4711",0.0097623199077212,"Perfume, cosmetics","Food, beverages, tobacco mainly","Household goods wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",12
"343","5530","4711",0.36189425996916,"Camping, vehicle/trailer parks","Food, beverages, tobacco mainly","Accommodation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",31
"344","4791","4711",0.0971845766474155,"Via mail order houses, Internet","Food, beverages, tobacco mainly","Other retail","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",25
"345","4775","4711",0.394119992183215,"Cosmetic, toilet articles","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",35
"346","9609","4711",0.155538682681206,"Other","Food, beverages, tobacco mainly","Other personal service activities","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",22
"347","1812","4711",0.170110974127688,"Other","Food, beverages, tobacco mainly","Printing","Non specialised retail stores","All other Manufacturing","Wholesale and retail,motor vehicle repair,sale of fuel",19
"348","7711","4711",0.247810846693385,"Cars, light motor vehicles","Food, beverages, tobacco mainly","Rental, leasing activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"349","7490","4711",-0.133045186859757,"Other","Food, beverages, tobacco mainly","Other professional, scientific/tech","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",21
"350","4649","4711",0.0762954712991766,"Other","Food, beverages, tobacco mainly","Household goods wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",24
"351","4776","4711",0.450161340541479,"Flowers, plants, pet animals/food","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",41
"352","4742","4711",0.0380149348781449,"Telecommunications equipment","Food, beverages, tobacco mainly","Specialised retail - info/comms","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"353","4939","4711",-0.0668379603889371,"Other passenger land transport","Food, beverages, tobacco mainly","Land, pipeline transport","Non specialised retail stores","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"354","1051","4711",0.110025700283878,"Dairies, cheese making","Food, beverages, tobacco mainly","Food products - other","Non specialised retail stores","Manufacture food, drink, tobacco","Wholesale and retail,motor vehicle repair,sale of fuel",10
"355","6612","4711",-0.154463147517237,"Security,commodity contract broking","Food, beverages, tobacco mainly","Auxiliary financial services","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",13
"356","4651","4711",-0.11206089839349,"Computers, peripherals, software","Food, beverages, tobacco mainly","Information/comms equip wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"357","7120","4711",0.0952285149354881,"Technical testing/analysis","Food, beverages, tobacco mainly","Architectural, eng/tech testing","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"358","4674","4711",-0.0396064850764644,"Hardware, plumbing, heating equip","Food, beverages, tobacco mainly","Other wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"359","8720","4711",-0.294097426439271,"Learning, mental, substance abuse","Food, beverages, tobacco mainly","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",12
"360","2562","4711",-0.207956269771554,"Machining","Food, beverages, tobacco mainly","Other fabricated metal products","Non specialised retail stores","All other Manufacturing","Wholesale and retail,motor vehicle repair,sale of fuel",10
"361","8541","4711",-0.262038723088438,"Post-secondary non-tertiary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"362","4690","4711",0.276868468643483,"Non-specialised wholesale trade","Food, beverages, tobacco mainly","Other wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",21
"363","4730","4711",0.715215144552463,"Automotive fuel (in petrol stations)","Food, beverages, tobacco mainly","Specialised retail - auto fuel","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",50
"364","4332","4711",0.234988930166033,"Joinery installation","Food, beverages, tobacco mainly","Specialised activities","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",10
"365","7912","4711",0.153064402604221,"Tour operator activities","Food, beverages, tobacco mainly","Travel agency, tour operators","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"366","8129","4711",-0.0336972225234524,"Other cleaning activities","Food, beverages, tobacco mainly","Buildings, landscape activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",17
"367","8130","4711",0.392517694718381,"Landscape service activities","Food, beverages, tobacco mainly","Buildings, landscape activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"368","4532","4711",0.107185744125933,"Retail trade parts, accessories","Food, beverages, tobacco mainly","Motor vehicle/cycle trade, repair","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"369","9313","4711",0.132000044543367,"Fitness facilities","Food, beverages, tobacco mainly","Sports activities and recreation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"370","2511","4711",-0.013601846996717,"Metal structures, parts of","Food, beverages, tobacco mainly","Other fabricated metal products","Non specialised retail stores","All other Manufacturing","Wholesale and retail,motor vehicle repair,sale of fuel",10
"371","8510","4711",-0.0262870335698349,"Pre-primary","Food, beverages, tobacco mainly","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"372","4779","4711",0.32637413509319,"Other second hand goods","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"373","9601","4711",0.486887945745843,"Washing and (dry-)cleaning","Food, beverages, tobacco mainly","Other personal service activities","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",17
"374","4642","4711",0.230518256837867,"Clothing, footwear","Food, beverages, tobacco mainly","Household goods wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"375","1623","4711",0.412966380758651,"Other builders  carpentry, joinery","Food, beverages, tobacco mainly","Wood,cork, straw,plaiting materials","Non specialised retail stores","All other Manufacturing","Wholesale and retail,motor vehicle repair,sale of fuel",10
"376","9319","4711",0.292877379591431,"Other sports activities","Food, beverages, tobacco mainly","Sports activities and recreation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",12
"377","1013","4711",-0.0732579835231249,"Meat, poultry meat production","Food, beverages, tobacco mainly","Food products - meat, fish","Non specialised retail stores","Manufacture food, drink, tobacco","Wholesale and retail,motor vehicle repair,sale of fuel",12
"378","4631","4711",0.438449185038678,"Fruit and vegetables","Food, beverages, tobacco mainly","Food, beverages, tobacco wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"379","4339","4711",0.439560545356636,"Other building completion,finishing","Food, beverages, tobacco mainly","Specialised activities","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",10
"380","7410","4711",0.474558902007227,"Specialised design activities","Food, beverages, tobacco mainly","Other professional, scientific/tech","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"381","5520","4711",0.498981427499825,"Holiday and other short stay","Food, beverages, tobacco mainly","Accommodation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",16
"382","4722","4711",0.634588290090963,"Meat, meat products","Food, beverages, tobacco mainly","Specialised retail - food etc","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"383","5914","4711",0.579209340338587,"Motion picture projection","Food, beverages, tobacco mainly","Motion picture, video, radio, TV","Non specialised retail stores","Information and Communication","Wholesale and retail,motor vehicle repair,sale of fuel",22
"384","4741","4711",0.487968362495577,"Computers, peripherals, software","Food, beverages, tobacco mainly","Specialised retail - info/comms","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"385","9329","4711",0.242201119364536,"Other amusement, recreation","Food, beverages, tobacco mainly","Sports activities and recreation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",16
"386","4765","4711",0.544195957958608,"Games, toys","Food, beverages, tobacco mainly","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
